Word,Length,SUBTLCD,Pron
represents,10,3.29,"r%E.prI.z""Ents"
rejected,8,3.29,"rI.dZ""Ekt.@d"
pouring,7,3.29,"p""Or.IN"
persuade,8,3.29,"p@`.sw""ed"
ink,3,3.29,"""INk"
engines,7,3.29,"""En.dZ@nz"
confidential,12,3.29,"k%An.f@d.""En.Sl="
colleague,9,3.29,"k""A.lig"
Thanksgiving,12,3.28,"T%aNks.g""Iv.IN"
symptoms,8,3.28,"s""Imp.t@mz"
pumpkin,7,3.28,"p""Vmp.kIn"
niece,5,3.28,"n""is"
judges,6,3.28,"dZ""VdZ.@z"
jackass,7,3.28,"dZ""ak.%as"
contain,7,3.28,"k@n.t""en"
champ,5,3.28,"tS""amp"
whispering,10,3.27,"hw""I.sp@`.IN"
threats,7,3.27,"Tr""Ets"
slipping,8,3.27,"sl""Ip.IN"
shelf,5,3.27,"S""Elf"
Seattle,7,3.27,"si.""a.4l="
recipe,6,3.27,"r""E.s@.pi"
poet,4,3.27,"p""o@t"
nightmares,10,3.27,"n""aIt.m%Erz"
hush,4,3.27,"h""VS"
ignorant,8,3.27,"""Ig.n@`.@nt"
experts,7,3.27,"""Ek.sp3`ts"
encourage,9,3.27,"In.k""3`.rIdZ"
chains,6,3.27,"tS""enz"
bowling,7,3.27,"b""ol.IN"
automatic,9,3.27,"%O.4@.m""a.4Ik"
additional,10,3.27,"@d.""I.Sn=.@l"
teenage,7,3.25,"t""in.%edZ"
queens,6,3.25,"kw""inz"
prescription,12,3.25,"prI.skr""Ip.Sn="
northern,8,3.25,"n""OrD.rn="
lounge,6,3.25,"l""aUndZ"
experiences,11,3.25,"Ik.sp""I.ri@ns.@z"
deed,4,3.25,"d""id"
conscious,9,3.25,"k""An.S@s"
clears,6,3.25,"kl""Irz"
cemetery,8,3.25,"s""E.m@.t%E.ri"
Brad,4,3.25,"br""ad"
autograph,9,3.25,"""O.4@.graf"
appreciated,11,3.25,"@.pr""i.Si.%e4.@d"
album,5,3.25,"""al.b@m"
amateur,7,3.25,"""a.m@.4@`"
resistance,10,3.24,"rI.z""Ist.n=s"
restaurants,11,3.24,"r""E.st@.rAnts"
reliable,8,3.24,"rI.l""aI@.bl="
modest,6,3.24,"m""A.4@st"
luxury,6,3.24,"l""Vk.S@`.ri"
lighten,7,3.24,"l""aIt.n="
hottest,7,3.24,"h""A4.Ist"
grounded,8,3.24,"gr""aUn4.@d"
gene,4,3.24,"dZ""in"
Franklin,8,3.24,"fr""aN.klIn"
differences,11,3.24,"d""I.fr@ns.@z"
dearest,7,3.24,"d""Ir.Ist"
cursed,6,3.24,"k""3`st"
concrete,8,3.24,"k""AN.krit"
colleagues,10,3.24,"k""A.ligz"
choke,5,3.24,"tS""ok"
celebrity,9,3.24,"s@.l""E.br@.4i"
bumped,6,3.24,"b""Vmpt"
barbecue,8,3.24,"b""Ar.b@.kju"
Barry,5,3.24,"b""a.ri"
bathing,7,3.24,"b""eD.IN"
approved,8,3.24,"@.pr""uvd"
agenda,6,3.24,"@.dZ""En.4@"
worm,4,3.23,"w""3`m"
substance,9,3.23,"s""Vb.st@ns"
mobile,6,3.23,"m""o.bl="
journal,7,3.23,"dZ""3`.nl="
hereby,6,3.23,"h%Ir.b""aI"
hardware,8,3.23,"h""Ard.w%Er"
grease,6,3.23,"gr""is"
gag,3,3.23,"g""ag"
frog,4,3.23,"fr""Ag"
festival,8,3.23,"f""E.stIv.l="
election,8,3.23,"I.l""Ek.Sn="
circuit,7,3.23,"s""3`.k@t"
struggling,10,3.22,"str""V.gl=.IN"
spoon,5,3.22,"sp""un"
servants,8,3.22,"s""3`v.n=ts"
roots,5,3.22,"r""uts"
rushing,7,3.22,"r""VS.IN"
reunion,7,3.22,"rI.j""u.nj@n"
objective,9,3.22,"@b.dZ""Ekt.Iv"
length,6,3.22,"l""ENT"
explore,7,3.22,"Ik.spl""Or"
drum,4,3.22,"dr""Vm"
codes,5,3.22,"k""odz"
Andrew,6,3.22,"""an.dru"
whipped,7,3.21,"hw""Ipt"
tin,3,3.21,"t""In"
stud,4,3.21,"st""Vd"
stack,5,3.21,"st""ak"
Sonny,5,3.21,"s""Vn.i"
overcome,8,3.21,"%o.v@`.k""Vm"
morgue,6,3.21,"m""Org"
knives,6,3.21,"n""aIvz"
doorbell,8,3.21,"d""Or.b%El"
deliberately,12,3.21,"dI.l""I.b@`.r@t.li"
demonstration,13,3.21,"d%E.m@n.str""e.Sn="
cows,4,3.21,"k""aUz"
attending,9,3.21,"@.t""En4.IN"
altogether,10,3.21,"%Ol.t@.g""E.D@`"
voted,5,3.2,"v""o4.@d"
unpleasant,10,3.2,"Vn.pl""E.zn=t"
revealed,8,3.2,"rI.v""ild"
rig,3,3.2,"r""Ig"
purchase,8,3.2,"p""3`.tS@s"
performing,10,3.2,"p@`.f""Orm.IN"
methods,7,3.2,"m""E.T@dz"
ironic,6,3.2,"aI.r""A.nIk"
forbidden,9,3.2,"f@`.b""Id.n="
baked,5,3.2,"b""ekt"
Arizona,7,3.2,"%a.rI.z""o.n@"
Anna,4,3.2,"""a.n@"
warrior,7,3.18,"w""O.ri@`"
welfare,7,3.18,"w""El.fEr"
spends,6,3.18,"sp""Endz"
shocking,8,3.18,"S""Ak.IN"
printed,7,3.18,"pr""In4.@d"
pepper,6,3.18,"p""E.p@`"
melt,4,3.18,"m""Elt"
items,5,3.18,"""aI.4@mz"
frighten,8,3.18,"fr""aIt.n="
folk,4,3.18,"f""ok"
figuring,8,3.18,"f""I.gj@`.IN"
desperately,11,3.18,"d""E.sp@`.r@t.li"
definite,8,3.18,"d""E.f@n.@t"
corps,5,3.18,"k""Or"
balcony,7,3.18,"b""al.k@.ni"
vegetables,10,3.17,"v""EdZ.t@.bl=z"
speaker,7,3.17,"sp""ik.@`"
proposed,8,3.17,"pr@.p""ozd"
possessed,9,3.17,"p@.z""Est"
offices,7,3.17,"""A.f@s.@z"
Maria,5,3.17,"m@`.r""i@"
hustle,6,3.17,"h""V.sl="
Hawaii,6,3.17,"h@.w""aI.i"
element,7,3.17,"""E.l@.m@nt"
buster,6,3.17,"b""V.st@`"
sting,5,3.16,"st""IN"
scenario,8,3.16,"sI.n""a.ri.o"
saddle,6,3.16,"s""a.4l="
rod,3,3.16,"r""Ad"
risks,5,3.16,"r""Isks"
reservations,12,3.16,"r%E.z@`v.""e.Sn=z"
protocol,8,3.16,"pr""o.4@.kAl"
presented,9,3.16,"prI.z""En4.@d"
leap,4,3.16,"l""ip"
gravity,7,3.16,"gr""a.v@.4i"
entertain,9,3.16,"%En.4@`.t""en"
drunken,7,3.16,"dr""VNk.@n"
compassion,10,3.16,"k@m.p""a.Sn="
chairman,8,3.16,"tS""Er.m@n"
charging,8,3.16,"tS""ArdZ.IN"
anxiety,7,3.16,"aNg.z""aI@.4i"
virus,5,3.15,"v""aI.r@s"
vast,4,3.15,"v""ast"
trusting,8,3.15,"tr""Vst.IN"
trains,6,3.15,"tr""enz"
transmission,12,3.15,"trans.m""I.Sn="
resort,6,3.15,"rI.z""Ort"
pressed,7,3.15,"pr""Est"
Monica,6,3.15,"m""A.nI.k@"
logic,5,3.15,"l""A.dZIk"
isolated,8,3.15,"""aI.s@.l%e4.@d"
Gary,4,3.15,"g""a.ri"
evidently,9,3.15,"""E.vI.dn=t.li"
cord,4,3.15,"k""Ord"
Clark,5,3.15,"kl""Ark"
cattle,6,3.15,"k""a.4l="
bully,5,3.15,"b""U.li"
baker,5,3.15,"b""ek.@`"
accomplish,10,3.14,"@.k""Am.plIS"
subjects,8,3.14,"s""Vb.dZIkts"
starve,6,3.14,"st""Arv"
slick,5,3.14,"sl""Ik"
poisoned,8,3.14,"p""OI.zn=d"
passionate,10,3.14,"p""a.Sn=.@t"
officials,9,3.14,"@.f""I.Sl=z"
marshall,8,3.14,"m""Ar.Sl="
infected,8,3.14,"In.f""Ekt.@d"
honorable,9,3.14,"""A.n@`.@.bl="
gown,4,3.14,"g""aUn"
generations,11,3.14,"dZ%E.n@`.r""e.Sn=z"
custom,6,3.14,"k""V.st@m"
casualties,10,3.14,"k""a.Zu@l.tiz"
attraction,10,3.14,"@.tr""ak.Sn="
tuck,4,3.12,"t""Vk"
tramp,5,3.12,"tr""amp"
terrorists,10,3.12,"t""E.r@`.Ists"
puke,4,3.12,"pj""uk"
published,9,3.12,"p""V.blISt"
maintenance,11,3.12,"m""en.tn=.@ns"
lesbian,7,3.12,"l""Ez.bi@n"
lily,4,3.12,"l""I.li"
hobby,5,3.12,"h""A.bi"
guidance,8,3.12,"g""aId.n=s"
distress,8,3.12,"dI.str""Es"
applied,7,3.12,"@.pl""aId"
teddy,5,3.11,"t""E4.i"
soccer,6,3.11,"s""A.k@`"
shorter,7,3.11,"S""Or4.@`"
protective,10,3.11,"pr@.t""Ekt.Iv"
pony,4,3.11,"p""o.ni"
pinch,5,3.11,"p""IntS"
overtime,8,3.11,"""o.v@`.t%aIm"
panties,7,3.11,"p""an4.iz"
nickname,8,3.11,"n""Ik.n%em"
ignored,7,3.11,"Ig.n""Ord"
genetic,7,3.11,"dZ@.n""E.4Ik"
entertaining,12,3.11,"%En.4@`.t""en.IN"
depth,5,3.11,"d""EpT"
cracking,8,3.11,"kr""ak.IN"
batteries,9,3.11,"b""a.4@`.riz"
balloon,7,3.11,"b@.l""un"
wonders,7,3.1,"w""Vn.4@`z"
smiles,6,3.1,"sm""aIlz"
shooter,7,3.1,"S""u4.@`"
presentation,12,3.1,"pr%E.zn=t.""e.Sn="
pressing,8,3.1,"pr""Es.IN"
Philadelphia,12,3.1,"f%I.l@.d""El.fi@"
Oscar,5,3.1,"""A.sk@`"
mug,3,3.1,"m""Vg"
Jenny,5,3.1,"dZ""E.ni"
exotic,6,3.1,"Ig.z""A.4Ik"
corporation,11,3.1,"k%Or.p@`.r""e.Sn="
blackmail,9,3.1,"bl""ak.m%el"
turtle,6,3.09,"t""3`.4l="
insulted,8,3.09,"In.s""Vlt.@d"
importantly,11,3.09,"Im.p""Or.tn=t.li"
hesitate,8,3.09,"h""E.z@.tet"
cousins,7,3.09,"k""V.zn=z"
shark,5,3.08,"S""Ark"
salute,6,3.08,"s@.l""ut"
Karen,5,3.08,"k""a.r@n"
hospitals,9,3.08,"h""A.spI.4l=z"
handful,7,3.08,"h""and.fUl"
hatch,5,3.08,"h""atS"
enforcement,11,3.08,"In.f""Ors.m@nt"
dreamt,6,3.08,"dr""Emt"
difficulty,10,3.08,"d""I.f@.kl=t.i"
December,8,3.08,"dI.s""Em.b@`"
civilized,9,3.08,"s""I.vl=.aIzd"
barking,7,3.08,"b""Ark.IN"
slack,5,3.06,"sl""ak"
memorial,8,3.06,"m@.m""O.ri@l"
funds,5,3.06,"f""Vndz"
fourteen,8,3.06,"fOr.t""in"
frightening,11,3.06,"fr""aIt.n=.IN"
eliminate,9,3.06,"I.l""I.m@.net"
travels,7,3.05,"tr""a.vl=z"
tougher,7,3.05,"t""Vf.@`"
tasty,5,3.05,"t""est.i"
sloppy,6,3.05,"sl""Ap.i"
shield,6,3.05,"S""ild"
satisfy,7,3.05,"s""a.4@s.faI"
questioned,10,3.05,"kw""Es.tS@nd"
pose,4,3.05,"p""oz"
pounding,8,3.05,"p""aUn4.IN"
pipes,5,3.05,"p""aIps"
negotiate,9,3.05,"nI.g""o.Si.et"
monkeys,7,3.05,"m""VN.kiz"
Kansas,6,3.05,"k""an.z@s"
label,5,3.05,"l""e.bl="
includes,8,3.05,"In.kl""udz"
Georgia,7,3.05,"dZ""Or.dZ@"
footage,7,3.05,"f""U4.IdZ"
eighth,6,3.05,"""etT"
distinguished,13,3.05,"dI.st""IN.gwISt"
collected,9,3.05,"k@.l""Ekt.@d"
wander,6,3.04,"w""An.4@`"
ruled,5,3.04,"r""uld"
potter,6,3.04,"p""A4.@`"
nicest,6,3.04,"n""aIs.Ist"
ninth,5,3.04,"n""aInT"
moonlight,9,3.04,"m""un.l%aIt"
loop,4,3.04,"l""up"
flu,3,3.04,"fl""u"
drift,5,3.04,"dr""Ift"
coffin,6,3.04,"k""O.fn="
cannon,6,3.04,"k""a.n@n"
brick,5,3.04,"br""Ik"
boil,4,3.04,"b""OIl"
veins,5,3.03,"v""enz"
swinging,8,3.03,"sw""IN.IN"
replacement,11,3.03,"rI.pl""es.m@nt"
plague,6,3.03,"pl""eg"
Monsieur,8,3.03,"m@.sj""3`"
January,7,3.03,"dZ""a.nju.%E.ri"
healing,7,3.03,"h""il.IN"
Halloween,9,3.03,"h%a.lo.""in"
grey,4,3.03,"gr""e"
developing,10,3.03,"dI.v""E.l@p.IN"
cups,4,3.03,"k""Vps"
conversations,13,3.03,"k%An.v@`s.""e.Sn=z"
briefcase,9,3.03,"br""if.k%es"
allows,6,3.03,"@.l""aUz"
Wayne,5,3.02,"w""en"
variety,7,3.02,"v@`.r""aI@.4i"
sustained,9,3.02,"s@.st""end"
slim,4,3.02,"sl""Im"
pervert,7,3.02,"p""3`.v3`t"
panel,5,3.02,"p""a.nl="
occupied,8,3.02,"""A.kj@.paId"
loosen,6,3.02,"l""us.n="
disappointment,14,3.02,"d%I.s@.p""OInt.m@nt"
buffalo,7,3.02,"b""V.f@.lo"
witnessed,9,3,"w""It.n@st"
tanks,5,3,"t""aNks"
shovel,6,3,"S""V.vl="
shade,5,3,"S""ed"
riot,4,3,"r""aI@t"
razor,5,3,"r""e.z@`"
lands,5,3,"l""andz"
indicates,9,3,"""In.4@.kets"
inevitable,10,3,"In.""E.vI.4@.bl="
hike,4,3,"h""aIk"
fitting,7,3,"f""I4.IN"
define,6,3,"dI.f""aIn"
blamed,6,3,"bl""emd"
vain,4,2.99,"v""en"
unto,4,2.99,"""Vn.tu"
suggestions,11,2.99,"s@g.dZ""Es.tS@nz"
shaving,7,2.99,"S""ev.IN"
shook,5,2.99,"S""Uk"
offensive,9,2.99,"@.f""Ens.Iv"
Korean,6,2.99,"k@`.r""i@n"
humiliating,11,2.99,"hju.m""I.li.%e4.IN"
furious,7,2.99,"fj""U.ri@s"
forgiven,8,2.99,"f@`.g""Iv.n="
ford,4,2.99,"f""Ord"
feared,6,2.99,"f""Ird"
encounter,9,2.99,"In.k""aUn.4@`"
dispatch,8,2.99,"dI.sp""atS"
cozy,4,2.99,"k""o.zi"
author,6,2.99,"""O.T@`"
Albert,6,2.99,"""al.b@`t"
acknowledge,11,2.98,"@k.n""A.lIdZ"
stir,4,2.98,"st""3`"
sour,4,2.98,"s""aUr"
seeking,7,2.98,"s""ik.IN"
semester,8,2.98,"s@.m""E.st@`"
remembering,11,2.98,"rI.m""Em.b@`.IN"
myth,4,2.98,"m""IT"
minus,5,2.98,"m""aI.n@s"
misunderstood,13,2.98,"m%Is.Vn.4@`.st""Ud"
groom,5,2.98,"gr""um"
terminal,8,2.97,"t""3`.m@.nl="
tasted,6,2.97,"t""est.@d"
sweetest,8,2.97,"sw""i4.Ist"
purposes,8,2.97,"p""3`.p@s.@z"
plead,5,2.97,"pl""id"
phoned,6,2.97,"f""ond"
paintings,9,2.97,"p""en4.INz"
Morgan,6,2.97,"m""Or.g@n"
hawk,4,2.97,"h""Ok"
forcing,7,2.97,"f""Ors.IN"
elbow,5,2.97,"""El.bo"
dozens,6,2.97,"d""V.zn=z"
driveway,8,2.97,"dr""aIv.w%e"
alibi,5,2.97,"""a.l@.b%aI"
victor,6,2.96,"v""Ik.t@`"
vessel,6,2.96,"v""E.sl="
transportation,14,2.96,"tr%an.sp@`t.""e.Sn="
scholarship,11,2.96,"sk""A.l@`.S%Ip"
saves,5,2.96,"s""evz"
puzzle,6,2.96,"p""V.zl="
heights,7,2.96,"h""aIts"
foster,6,2.96,"f""A.st@`"
fare,4,2.96,"f""Er"
breed,5,2.96,"br""id"
bee,3,2.96,"b""i"
antique,7,2.96,"an.t""ik"
adjust,6,2.96,"@.dZ""Vst"
rusty,5,2.94,"r""Vst.i"
nations,7,2.94,"n""e.Sn=z"
mouths,6,2.94,"m""aUDz"
Matt,4,2.94,"m""at"
interrupted,11,2.94,"%In.4@`.r""Vpt.@d"
innocence,9,2.94,"""I.n@.sn=s"
insulting,9,2.94,"In.s""Vlt.IN"
hilarious,9,2.94,"hI.l""E.ri@s"
guardian,8,2.94,"g""Ar4.i@n"
hamburger,9,2.94,"h""am.b%3`g.@`"
divide,6,2.94,"dI.v""aId"
creation,8,2.94,"kri.""e.Sn="
companion,9,2.94,"k@m.p""a.nj@n"
announced,9,2.94,"@.n""aUnst"
anyplace,8,2.94,"""E.ni.pl%es"
wig,3,2.93,"w""Ig"
tales,5,2.93,"t""elz"
straw,5,2.93,"str""O"
shallow,7,2.93,"S""a.lo"
shrimp,6,2.93,"Sr""Imp"
scrambled,9,2.93,"skr""am.bl=d"
rushed,6,2.93,"r""VSt"
Pope,4,2.93,"p""op"
physics,7,2.93,"f""I.zIks"
organ,5,2.93,"""Or.g@n"
literature,10,2.93,"l""I.4@`.r@.tS@`"
grandson,8,2.93,"gr""and.s%Vn"
examined,8,2.93,"Ig.z""a.m@nd"
directed,8,2.93,"d@.r""Ekt.@d"
disorder,8,2.93,"dIs.""Or.4@`"
blocking,8,2.93,"bl""Ak.IN"
alcoholic,9,2.93,"%al.k@.h""Al.Ik"
Spain,5,2.92,"sp""en"
sincere,7,2.92,"sIn.s""Ir"
eighteen,8,2.92,"e.t""in"
deer,4,2.92,"d""Ir"
crooked,7,2.92,"kr""Uk.@d"
classy,6,2.92,"kl""as.i"
cancelled,9,2.92,"k""an.sl=d"
authorized,10,2.92,"""O.T@`.raIzd"
Ann,3,2.92,"""an"
vanished,8,2.91,"v""a.nISt"
tuna,4,2.91,"t""u.n@"
popping,7,2.91,"p""Ap.IN"
listed,6,2.91,"l""Ist.@d"
courtroom,9,2.91,"k""Ort.r%um"
choosing,8,2.91,"tS""uz.IN"
acceptable,10,2.9,"@k.s""Ept.@.bl="
sorrow,6,2.9,"s""A.ro"
psychotic,9,2.9,"saI.k""A.4Ik"
products,8,2.9,"pr""A.dVkts"
motorcycle,10,2.9,"m""o.4@`.s%aI.kl="
lighting,8,2.9,"l""aI4.IN"
jeans,5,2.9,"dZ""inz"
hockey,6,2.9,"h""A.ki"
growth,6,2.9,"gr""oT"
engage,6,2.9,"In.g""edZ"
electronic,10,2.9,"I.l%Ek.tr""An.Ik"
Dutch,5,2.9,"d""VtS"
Bruce,5,2.9,"br""us"
taller,6,2.89,"t""Ol.@`"
tease,5,2.89,"t""iz"
stain,5,2.89,"st""en"
resident,8,2.89,"r""E.zI.dn=t"
nursing,7,2.89,"n""3`s.IN"
horns,5,2.89,"h""Ornz"
equally,7,2.89,"""i.kw@l.i"
delayed,7,2.89,"dI.l""ed"
cured,5,2.89,"kj""Urd"
attract,7,2.89,"@.tr""akt"
ahem,4,2.89,"@.h""@m"
wealth,6,2.87,"w""ElT"
ultimately,10,2.87,"""Vl.t@.m@t.li"
spectacular,11,2.87,"spEk.t""a.kj@.l@`"
spine,5,2.87,"sp""aIn"
sleeve,6,2.87,"sl""iv"
resent,6,2.87,"rI.z""Ent"
registration,12,2.87,"r%E.dZI.str""e.Sn="
regulations,11,2.87,"r%E.gj@.l""e.Sn=z"
recommended,11,2.87,"r%E.k@.m""En4.@d"
pals,4,2.87,"p""alz"
issued,6,2.87,"""I.Sud"
incoming,8,2.87,"""In.k%Vm.IN"
haunted,7,2.87,"h""On4.@d"
Edward,6,2.87,"""Ed.w@`d"
deceased,8,2.87,"dI.s""ist"
creek,5,2.87,"kr""ik"
classified,10,2.87,"kl""as.@.faId"
carriage,8,2.87,"k""a.rIdZ"
brakes,6,2.87,"br""eks"
wardrobe,8,2.86,"w""Or.drob"
unlock,6,2.86,"Vn.l""Ak"
supervisor,10,2.86,"s""u.p@`.v%aIz.@`"
specialty,9,2.86,"sp""E.Sl=.ti"
regrets,7,2.86,"r@.gr""Ets"
jelly,5,2.86,"dZ""E.li"
footsteps,9,2.86,"f""Ut.st%Eps"
failing,7,2.86,"f""el.IN"
exposure,8,2.86,"Ik.sp""o.Zr"
elegant,7,2.86,"""E.l@.g@nt"
Detroit,7,2.86,"dI.tr""OIt"
Catherine,9,2.86,"k""a.T@`.rIn"
bribe,5,2.86,"br""aIb"
behold,6,2.86,"bI.h""old"
amazed,6,2.86,"@.m""ezd"
slam,4,2.85,"sl""am"
resume,6,2.85,"rI.z""um"
prettiest,9,2.85,"pr""I.4i.Ist"
lung,4,2.85,"l""VN"
Kennedy,7,2.85,"k""E.n@.4i"
jeep,4,2.85,"dZ""ip"
gallery,7,2.85,"g""a.l@`.ri"
exhibit,7,2.85,"Ig.z""I.b@t"
essence,7,2.85,"""E.sn=s"
Donald,6,2.85,"d""A.nl=d"
despair,7,2.85,"dI.sp""Er"
destination,11,2.85,"d%E.st@n.""e.Sn="
compound,8,2.85,"k""Am.paUnd"
channels,8,2.85,"tS""a.nl=z"
bicycle,7,2.85,"b""aI.sI.kl="
vegetable,9,2.84,"v""EdZ.t@.bl="
targets,7,2.84,"t""Ar.g@ts"
principles,10,2.84,"pr""In.s@.pl=z"
marching,8,2.84,"m""ArtS.IN"
gained,6,2.84,"g""end"
facial,6,2.84,"f""e.Sl="
discharge,9,2.84,"dIs.tS""ArdZ"
coverage,8,2.84,"k""V.v@`.IdZ"
Claus,5,2.84,"kl""Oz"
cargo,5,2.84,"k""Ar.go"
appreciation,12,2.84,"@.pr%i.Si.""e.Sn="
vault,5,2.83,"v""Olt"
unlikely,8,2.83,"Vn.l""aIk.li"
steer,5,2.83,"st""Ir"
sticky,6,2.83,"st""Ik.i"
secretly,8,2.83,"s""i.kr@t.li"
pimp,4,2.83,"p""Imp"
Louise,6,2.83,"lu.""iz"
kidney,6,2.83,"k""Id.ni"
invasion,8,2.83,"In.v""e.Zn="
hunger,6,2.83,"h""VN.g@`"
hairy,5,2.83,"h""Er.i"
greetings,9,2.83,"gr""i4.INz"
fountain,8,2.83,"f""aUn.tn="
delight,7,2.83,"dI.l""aIt"
cuff,4,2.83,"k""Vf"
conviction,10,2.83,"k@n.v""Ik.Sn="
clearance,9,2.83,"kl""Ir.@ns"
Attic,5,2.83,"""a.4Ik"
theatre,7,2.81,"T""i@.4@`"
sole,4,2.81,"s""ol"
snakes,6,2.81,"sn""eks"
scent,5,2.81,"s""Ent"
robbing,7,2.81,"r""Ab.IN"
regardless,10,2.81,"r@.g""Ard.l@s"
regards,7,2.81,"r@.g""Ardz"
nevertheless,12,2.81,"n%E.v@`.D@.l""Es"
intent,6,2.81,"In.t""Ent"
feast,5,2.81,"f""ist"
curtains,8,2.81,"k""3`.tn=z"
customs,7,2.81,"k""V.st@mz"
congress,8,2.81,"k""AN.gr@s"
cloth,5,2.81,"kl""OT"
topic,5,2.8,"t""A.pIk"
telegram,8,2.8,"t""E.l@.gr%am"
supposedly,10,2.8,"s@.p""oz.@d.li"
surgical,8,2.8,"s""3`.dZI.kl="
shipping,8,2.8,"S""Ip.IN"
respectable,11,2.8,"rI.sp""Ekt.@.bl="
punched,7,2.8,"p""VntSt"
precise,7,2.8,"prI.s""aIs"
physician,9,2.8,"fI.z""I.Sn="
lethal,6,2.8,"l""i.T@l"
lasts,5,2.8,"l""asts"
jolly,5,2.8,"dZ""A.li"
hiring,6,2.8,"h""aIr.IN"
heartbeat,9,2.8,"h""Art.b%it"
Donna,5,2.8,"d""A.n@"
diary,5,2.8,"d""aI@`.ri"
cycle,5,2.8,"s""aI.kl="
cellar,6,2.8,"s""E.l@`"
bunk,4,2.8,"b""VNk"
advertising,11,2.8,"""ad.v@`.t%aIz.IN"
underestimate,13,2.79,"%Vn.4@`.""E.st@.met"
savage,6,2.79,"s""a.v@dZ"
reconsider,10,2.79,"r%i.k@n.s""I.4@`"
reaches,7,2.79,"r""itS.@z"
heroin,6,2.79,"h""E.ro@n"
fragile,7,2.79,"fr""a.dZ@l"
fastest,7,2.79,"f""ast.Ist"
feature,7,2.79,"f""i.tS@`"
employment,10,2.79,"Im.pl""OI.m@nt"
drivers,7,2.79,"dr""aIv.@`z"
dental,6,2.79,"d""En.4l="
clowns,6,2.79,"kl""aUnz"
clues,5,2.79,"kl""uz"
clumsy,6,2.79,"kl""Vm.zi"
arrogant,8,2.79,"""a.r@.g@nt"
accuse,6,2.78,"@.kj""uz"
relieve,7,2.78,"rI.l""iv"
preserve,8,2.78,"pr@.z""3`v"
Ohio,4,2.78,"o.h""aI.o"
martini,7,2.78,"mAr.t""i.ni"
freshman,8,2.78,"fr""ES.m@n"
consult,7,2.78,"k@n.s""Vlt"
Annie,5,2.78,"""a.ni"
ambition,8,2.78,"am.b""I.Sn="
withdraw,8,2.77,"w%IT.dr""O"
throne,6,2.77,"Tr""on"
tab,3,2.77,"t""ab"
sidewalk,8,2.77,"s""aId.w%Ok"
rocky,5,2.77,"r""Ak.i"
requests,8,2.77,"rI.kw""Ests"
rainbow,7,2.77,"r""en.b%o"
promoted,8,2.77,"pr@.m""o4.@d"
Hitler,6,2.77,"h""It.l@`"
glow,4,2.77,"gl""o"
educated,8,2.77,"""E.dZ@.k%e4.@d"
commanding,10,2.77,"k@.m""an4.IN"
butts,5,2.77,"b""Vts"
beam,4,2.77,"b""im"
articles,8,2.77,"""Ar.4I.kl=z"
appointed,9,2.77,"@.p""OIn4.@d"
allowing,8,2.77,"@.l""aU.IN"
waving,6,2.75,"w""ev.IN"
whale,5,2.75,"hw""el"
unacceptable,12,2.75,"%Vn.@k.s""Ept.@.bl="
spider,6,2.75,"sp""aI.4@`"
pledge,6,2.75,"pl""EdZ"
pains,5,2.75,"p""enz"
murderers,9,2.75,"m""3`.4@`.@`z"
masters,7,2.75,"m""a.st@`z"
grocery,7,2.75,"gr""o.s@`.i"
greet,5,2.75,"gr""it"
frequency,9,2.75,"fr""i.kw@ns.i"
farther,7,2.75,"f""Ar.D@`"
feather,7,2.75,"f""E.D@`"
bites,5,2.75,"b""aIts"
bake,4,2.75,"b""ek"
waits,5,2.74,"w""ets"
trading,7,2.74,"tr""e4.IN"
purely,6,2.74,"pj""Ur.li"
mentally,8,2.74,"m""En.4l=.i"
meter,5,2.74,"m""i.4@`"
mattress,8,2.74,"m""a.tr@s"
detect,6,2.74,"dI.t""Ekt"
detectives,10,2.74,"dI.t""Ekt.Ivz"
deserted,8,2.74,"dI.z""3`4.@d"
definition,10,2.74,"d%E.f@n.""I.Sn="
acquaintance,12,2.73,"@.kw""ent.n=s"
wrestling,9,2.73,"r""Es.lIN"
vampire,7,2.73,"v""am.paIr"
siren,5,2.73,"s""aI.r@n"
ropes,5,2.73,"r""ops"
poke,4,2.73,"p""ok"
obliged,7,2.73,"@.bl""aIdZd"
listens,7,2.73,"l""I.sn=z"
Judy,4,2.73,"dZ""u.4i"
jealousy,8,2.73,"dZ""E.l@s.i"
hideous,7,2.73,"h""I.4i@s"
dried,5,2.73,"dr""aId"
courts,6,2.73,"k""Orts"
collapsed,9,2.73,"k@.l""apst"
championship,12,2.73,"tS""am.pi@n.S%Ip"
calendar,8,2.73,"k""a.l@n.4@`"
youngest,8,2.72,"j""VN.gIst"
sunrise,7,2.72,"s""Vn.r%aIz"
stressed,8,2.72,"str""Est"
slower,6,2.72,"sl""o@`"
repay,5,2.72,"rI.p""e"
Ralph,5,2.72,"r""alf"
parlor,6,2.72,"p""Ar.l@`"
Jefferson,9,2.72,"dZ""E.f@`.sn="
Jordan,6,2.72,"dZ""Or.dn="
identical,9,2.72,"aI.d""En.4I.k@l"
holler,6,2.72,"h""A.l@`"
groceries,9,2.72,"gr""o.s@`.iz"
debts,5,2.72,"d""Ets"
chap,4,2.72,"tS""ap"
charts,6,2.72,"tS""Arts"
brat,4,2.72,"br""at"
wit,3,2.71,"w""It"
sponge,6,2.71,"sp""VndZ"
races,5,2.71,"r""es.@z"
